name,url,real_name,occupation,gender,height,weight,number_of_appearances,first_apperance_year,universe,place_of_birth,movie_appearances
Spud,/wiki/Spud_(Earth-199999),,Arms trafficker,Male,,,1,2015.0,Earth-199999,,
St. John Allerdyce,/wiki/St._John_Allerdyce_(Earth-8096),St. John Allerdyce,,Male,,,3,,Earth-8096,,
Stan Lee,/wiki/Stan_Lee_(Earth-121698),Stan Lee,,Male,,,1,2007.0,Earth-121698,,
Stan Lee,/wiki/Stan_Lee_(Earth-TRN414),Stan Lee,DJ,Male,,,2,2016.0,Earth-TRN414,,1.0
Stanley,/wiki/Stanley_(Earth-199999),Stanley (surname unknown),Pizzaria owner,,,,1,2008.0,Earth-199999,,1.0
Stardust,/wiki/Stardust_(Earth-8096),Stardust,Galactus' Herald,Female,,,1,2012.0,Earth-8096,,
Stephanie Malick,/wiki/Stephanie_Malick_(Earth-199999),Stephanie Malick,,Female,,,2,2016.0,Earth-199999,,
Stephen Strange,/wiki/Stephen_Strange_(Earth-96173),Stephen Strange  [1],"Psychiatrist, sorcerer",Male,,,1,1978.0,Earth-96173,,1.0
Stephen Strange,/wiki/Stephen_Strange_(Earth-96283),,,Male,,,1,2004.0,Earth-96283,,1.0
Stephen Strange,/wiki/Stephen_Strange_(Earth-10022),Stephen Strange,"Neurosurgeon, Occult specialist, Sorcerer Supreme",Male,,,1,2010.0,Earth-10022,Philadelphia,1.0
Stephen Strange,/wiki/Stephen_Strange_(Earth-199999),Stephen Strange,Surgeon,Male,,,4,2016.0,Earth-199999,,1.0
Steppin' Razor,/wiki/Steppin'_Razor_(Earth-26320),,,Male,,,1,2006.0,Earth-26320,,
Steve Gerber,/wiki/Steve_Gerber_(Earth-58460),Steve Gerber,Security chief,Male,,,1,2005.0,Earth-58460,,1.0
Steve Wilson,/wiki/Steve_Wilson_(Earth-199999),Steve Wilson,Computer technician for the ATCU,Male,,,1,2015.0,Earth-199999,,
Steven Rogers,/wiki/Steven_Rogers_(Earth-199999),Steven Grant Rogers   [1],"Fugitive; former adventurer, secret agent, soldier, poster boy, newspaper boy",Male,1.8796,108.86208,43,2011.0,Earth-199999,Brooklyn,1.0
Steven Rogers,/wiki/Steven_Rogers_(Earth-58732),Steven Rogers,Adventurer,Male,,,1,2005.0,Earth-58732,,
Steven Rogers,/wiki/Steven_Rogers_(Earth-8096),Steven Rogers,"Adventurer, Soldier",Male,1.8796,108.86208,49,2010.0,Earth-8096,,
Stick,/wiki/Stick_(Earth-701306),Stick,,Male,,,2,2005.0,Earth-701306,,1.0
Stick,/wiki/Stick_(Earth-199999),,,Male,,,5,2015.0,Earth-199999,,
Stone,/wiki/Stone_(Earth-199999),,,Male,,,1,2015.0,Earth-199999,,
Stone,/wiki/Stone_(Earth-701306),Stone,,Male,,,1,2005.0,Earth-701306,,1.0
Sunil Bakshi,/wiki/Sunil_Bakshi_(Earth-199999),Sunil Bakshi,Hydra agent,Male,,,12,2014.0,Earth-199999,,
Super-Adaptoid,/wiki/Super-Adaptoid_(Earth-8096),Super-Adaptoid,,Male,,,1,2011.0,Earth-8096,,
Supreme Intelligence,/wiki/Supreme_Intelligence_(Earth-8096),,,Male,,,2,2010.0,Earth-8096,,
Surtur,/wiki/Surtur_(Earth-199999),Surtur,Monarch of Muspelheim,Male,,,1,2011.0,Earth-199999,,
Surtur,/wiki/Surtur_(Earth-8096),Surtur,Monarch of Muspelheim,Male,,,4,2011.0,Earth-8096,,
Susan Storm,/wiki/Susan_Storm_(Earth-8096),Susan Storm,,Female,,,5,2011.0,Earth-8096,,
Susan Storm,/wiki/Susan_Storm_(Earth-121698),Susan Storm,Genetics research scientist,Female,,,6,2005.0,Earth-121698,,1.0
Susan Storm,/wiki/Susan_Storm_(Earth-TRN554),"Susan ""Sue"" Storm","Scientist, adventurer; former student",Female,,,1,2015.0,Earth-TRN554,Kosovo,1.0
Suvik Senyaka,/wiki/Suvik_Senyaka_(Earth-8096),Suvik Senyaka,Bodyguard,Male,,,3,2009.0,Earth-8096,,
Sybil Zane,/wiki/Sybil_Zane_(Earth-8096),Sybil Zane,,Female,,,4,,Earth-8096,,
Sydren,/wiki/Sydren_(Earth-8096),Sydren,Tech head,Male,,,2,2012.0,Earth-8096,,
T'Chaka,/wiki/T'Chaka_(Earth-199999),T'Chaka,King of  Wakanda,Male,,,1,2016.0,Earth-199999,Wakanda,
T'Chaka,/wiki/T'Chaka_(Earth-8096),T'Chaka,King of Wakanda,Male,,,1,2010.0,Earth-8096,,
T'Challa,/wiki/T'Challa_(Earth-199999),T'Challa,King of  Wakanda,Male,,,1,2016.0,Earth-199999,,
T'Challa,/wiki/T'Challa_(Earth-8096),T'Challa,Avenger,Male,1.8288,90.7184,1,2010.0,Earth-8096,,
Tabitha Smith,/wiki/Tabitha_Smith_(Earth-10005),Tabitha Smith,,Female,,,1,,Earth-10005,,1.0
Tabitha Smith,/wiki/Tabitha_Smith_(Earth-8096),Tabitha Smith,,Female,,,1,,Earth-8096,,
Tadashi Hamada,/wiki/Tadashi_Hamada_(Earth-14123),Tadashi Hamada,Student at San Fransokyo Institute of Technology,Male,,,1,2014.0,Earth-14123,,1.0
Takagi,/wiki/Takagi_(Earth-58732),Takagi,Crimelord,Male,,,1,2004.0,Earth-58732,,
Taneleer Tivan,/wiki/Taneleer_Tivan_(Earth-8096),Taneleer Tivan,,Male,,,1,2011.0,Earth-8096,,
Taneleer Tivan,/wiki/Taneleer_Tivan_(Earth-199999),Taneleer Tivan,,Male,,,3,2013.0,Earth-199999,,1.0
Tashi,/wiki/Tashi_(Earth-199999),Tashi,Warrior monk,Male,,,1,2017.0,Earth-199999,,
Technovore,/wiki/Technovore_(Earth-8096),Technovore,,,,,2,2010.0,Earth-8096,,
Tempest,/wiki/Tempest_(Earth-10005),,,,,,1,,Earth-10005,,
Teri Elizabeth Richards,/wiki/Teri_Elizabeth_Richards_(Earth-58460),Teri Elizabeth Richards,"Schoolteacher, environmentalist, activist",Female,,,1,2005.0,Earth-58460,,1.0
Terrax,/wiki/Terrax_(Earth-8096),Terrax,Galactus' Herald,Male,,,1,2012.0,Earth-8096,,
Thaddeus Ross,/wiki/Thaddeus_Ross_(Earth-199999),Thaddeus Ross,Secretary of State; formerly Lieutenant General in United States Army,Male,,,13,2008.0,Earth-199999,United States of America,1.0
Thaddeus Ross,/wiki/Thaddeus_Ross_(Earth-8096),Thaddeus Ross,General,Male,,,7,2010.0,Earth-8096,,
Thanos,/wiki/Thanos_(Earth-199999),Thanos,Conqueror,Male,,,9,2012.0,Earth-199999,,1.0
Theodore Sallis,/wiki/Theodore_Sallis_(Earth-58460),Theodore Sallis,Guardian spirit; formerly Native chieftain and shaman,Male,,,5,2004.0,Earth-58460,,1.0
Theodore Sallis,/wiki/Theodore_Sallis_(Earth-8096),Theodore Sallis,,Male,,,1,2010.0,Earth-8096,,
Theodore Sallis,/wiki/Theodore_Sallis_(Earth-199999),Theodore Sallis,,Male,,,1,2014.0,Earth-199999,,
Theresa Cassidy,/wiki/Theresa_Cassidy_(Earth-10005),Theresa Rourke Cassidy,Student,Female,,,3,2003.0,Earth-10005,,1.0
Thomas Cassidy,/wiki/Thomas_Cassidy_(Earth-10005),Thomas Cassidy,,Male,,,1,,Earth-10005,,1.0
Thomas Fireheart,/wiki/Thomas_Fireheart_(Earth-120703),Thomas Fireheart,businessman,Male,,,1,2014.0,Earth-120703,,
Thomas Fireheart,/wiki/Thomas_Fireheart_(Earth-96283),Thomas Fireheart,Mercenary,Male,,,1,2004.0,Earth-96283,,
Thomas Lindmer,/wiki/Thomas_Lindmer_(Earth-96173),Thomas Lindmer,Sorcerer Supreme,Male,,,1,1978.0,Earth-96173,,1.0
Thomas Logan,/wiki/Thomas_Logan_(Earth-10005),Thomas Logan,,Male,1.9558,,1,2009.0,Earth-10005,,1.0
Thomas Nash,/wiki/Thomas_Nash_(Earth-199999),Thomas Nash,,Male,,,1,2014.0,Earth-199999,,
Thomas Richards,/wiki/Thomas_Richards_(Earth-199999),Thomas Richards,Accountant for  Roxxon Oil Company  (presumably),Male,,,2,2013.0,Earth-199999,,1.0
Thomas Ward,/wiki/Thomas_Ward_(Earth-199999),Thomas Ward,Jewelry store worker,Male,,,4,2013.0,Earth-199999,Massachusetts,
Thor Odinson,/wiki/Thor_Odinson_(Earth-8096),Thor Odinson,Adventurer; Warrior,Male,,,54,2009.0,Earth-8096,,1.0
Thor Odinson,/wiki/Thor_Odinson_(Earth-10022),Thor Odinson,,Male,,,1,,Earth-10022,,1.0
Thor Odinson,/wiki/Thor_Odinson_(Earth-199999),Thor Odinson,"Adventurer, protector of the nine realms, prince of Asgard",Male,1.9304,,34,2011.0,Earth-199999,Asgard,3.0
Thrym,/wiki/Thrym_(Earth-8096),Thrym,,Male,,,1,2011.0,Earth-8096,Jotunheim,
Tildie Soames,/wiki/Tildie_Soames_(Earth-8096),Tildie Soames,,Female,,,3,2009.0,Earth-8096,,
Timothy Dugan,/wiki/Timothy_Dugan_(Earth-199999),Timothy Aloysius Cadwallader Dugan,"Corporal U.S. Army, former circus strong man",Male,1.8288,117.93392,11,2011.0,Earth-199999,,
Timothy Dugan,/wiki/Timothy_Dugan_(Earth-8096),Timothy Dugan,,Male,,,2,,Earth-8096,,
Tina Adams,/wiki/Tina_Adams_(Earth-199999),Tina Adams,Doctor,Female,,,1,2015.0,Earth-199999,,
Tina Minoru,/wiki/Tina_Minoru_(Earth-199999),Tina Minoru,Master of the Mystic Arts,Female,,,3,2016.0,Earth-199999,,1.0
Tobias Ford,/wiki/Tobias_Ford_(Earth-199999),Tobias Ford,former employee at  StatiCorp,Male,,,2,2013.0,Earth-199999,,
Tomás Calderon,/wiki/Tomás_Calderon_(Earth-199999),Tomás Calderon,S.H.I.E.L.D. agent,Male,,,2,2015.0,Earth-199999,,
Tony Diaz,/wiki/Tony_Diaz_(Earth-199999),Tony Diaz,Firefighter,Male,,,1,2013.0,Earth-199999,,
Tony Masters,/wiki/Tony_Masters_(Earth-199999),Tony Masters,Mercenary,Male,,,1,2014.0,Earth-199999,,
Tony Masters,/wiki/Tony_Masters_(Earth-8096),Tony Masters,"Teacher, recruiter, criminal; former Mercenary",Male,,,1,2013.0,Earth-8096,,
Tony Targo,/wiki/Tony_Targo_(Earth-96283),Tony Targo,Reporter,Male,,,1,,Earth-96283,,
Toshiro Mori,/wiki/Toshiro_Mori_(Earth-199999),Toshiro Mori,Businessman,Male,,,1,2014.0,Earth-199999,,
Travis Hudson,/wiki/Travis_Hudson_(Earth-10005),Travis Hudson,Farmer,Male,,,1,2009.0,Earth-10005,,1.0
Trevor Slattery,/wiki/Trevor_Slattery_(Earth-199999),Trevor Slattery,Actor,Male,1.7272,81.64656,5,2013.0,Earth-199999,United Kingdom,1.0
Truett Hudson,/wiki/Truett_Hudson_(Earth-8096),Truett Hudson,Head scientist of  Weapon X Project,Male,,,4,2009.0,Earth-8096,,1.0
Tryco Slatterus,/wiki/Tryco_Slatterus_(Earth-8096),Tryco Slatterus,Conqueror,Male,2.794,929.8636,2,2011.0,Earth-8096,,
Tucker Shockley,/wiki/Tucker_Shockley_(Earth-199999),Tucker Shockley [1],Watchdog operative,Male,,,3,2017.0,Earth-199999,,
Tudo Sokuto,/wiki/Tudo_Sokuto_(Earth-701306),Tudo Sokuto,,Male,,,1,2005.0,Earth-701306,,1.0
Turk Barrett,/wiki/Turk_Barrett_(Earth-199999),Turk Barrett,Criminal,Male,,,10,2015.0,Earth-199999,,
Tyrone Johnson,/wiki/Tyrone_Johnson_(Earth-8096),Tyrone Johnson,,Male,,,2,2012.0,Earth-8096,,
Tyros,/wiki/Tyros_(Earth-121698),Tyros,Would-be conqueror,Male,,,1,,Earth-121698,,
U-Base's Staff Monster,/wiki/U-Base's_Staff_Monster_(Earth-199999),Many Unrevealed,Scientists,Various,,,1,2011.0,Earth-199999,,
Ulik,/wiki/Ulik_(Earth-199999),Ulik,"Warrior, would be Conqueror",Male,,,1,2011.0,Earth-199999,Realm Below,
Ulik,/wiki/Ulik_(Earth-8096),Ulik,Warrior,Male,,,1,2011.0,Earth-8096,Realm Below,
Ultimo,/wiki/Ultimo_(Earth-8096),Ultimo,Robot of Mass Destruction,,,,2,2010.0,Earth-8096,,
Ultron,/wiki/Ultron_(Earth-199999),Ultron,,Male,2.4384,,2,2015.0,Earth-199999,,
Ultron,/wiki/Ultron_(Earth-8096),Ultron-5,Robot,Male,,,12,2010.0,Earth-8096,,
Ulysses Klaue,/wiki/Ulysses_Klaue_(Earth-199999),Ulysses Klaue,Black market goods dealer,Male,,,1,2015.0,Earth-199999,,1.0
Ulysses Klaw,/wiki/Ulysses_Klaw_(Earth-8096),Ulysses Klaw,Scientist,Male,,,3,2010.0,Earth-8096,,
Val Mayerik,/wiki/Val_Mayerik_(Earth-58460),Val Mayerik,Medical examiner,Male,,,2,2004.0,Earth-58460,,1.0
Valentin Shatalov,/wiki/Valentin_Shatalov_(Earth-199999),Valentin Shatalov,General,Male,,,1,2010.0,Earth-199999,,
Valentina Allegra de Fontaine,/wiki/Valentina_Allegra_de_Fontaine_(Earth-8096),Valentina Allegra de Fontaine,S.H.I.E.L.D. agent,Female,,,1,2012.0,Earth-8096,,
Vanchat,/wiki/Vanchat_(Earth-199999),Vanchat (first name unknown),Black market dealer,Male,,,1,2014.0,Earth-199999,,
Vanessa Brooks,/wiki/Vanessa_Brooks_(Earth-26320),Vanessa Brooks,,Female,,,2,1998.0,Earth-26320,,1.0
Vanessa Carlysle,/wiki/Vanessa_Carlysle_(Earth-10005),Vanessa Carlysle,,Female,,,1,,Earth-10005,,1.0
Vanessa Carlysle,/wiki/Vanessa_Carlysle_(Earth-TRN414),Vanessa Carlysle,"Escort, bartender",Female,,,1,2016.0,Earth-TRN414,,1.0
Vanessa Marianna,/wiki/Vanessa_Marianna_(Earth-199999),Vanessa Marianna,Art dealer,Female,,,9,2015.0,Earth-199999,,
Vasily Karpov,/wiki/Vasily_Karpov_(Earth-199999),Vasily Karpov,Colonel,Male,,,1,2016.0,Earth-199999,,
Venkat Katregadda,/wiki/Venkat_Katregadda_(Earth-8096),Venkat Katregadda,,Male,,,2,2009.0,Earth-8096,,
Veranke,/wiki/Veranke_(Earth-8096),Veranke,,Female,,,5,2012.0,Earth-8096,,
Verlaine,/wiki/Verlaine_(Earth-26320),Verlaine,Assassin,Female,,,2,2002.0,Earth-26320,,
Vernon Masters,/wiki/Vernon_Masters_(Earth-199999),Vernon Masters,,Male,,,7,2016.0,Earth-199999,,
Vice President Rodriguez,/wiki/Vice_President_Rodriguez_(Earth-199999),Rodriguez (first name unknown),Formerly Vice President of the United States,Male,,,1,2013.0,Earth-199999,,1.0
Victor Creed,/wiki/Victor_Creed_(Earth-10005),Victor Creed,"Terrorist, assassin, criminal, formerly mercenary, soldier, prisoner",Male,2.0574,,10,2000.0,Earth-10005,Alberta,2.0
Victor Creed,/wiki/Victor_Creed_(Earth-8096),Victor Creed,Black Ops soldier,Male,,,3,,Earth-8096,,1.0
Victor von Doom,/wiki/Victor_von_Doom_(Earth-121698),Victor von Doom,Billionaire industrialist (formerly),Male,,,4,2005.0,Earth-121698,,1.0
Victor von Doom,/wiki/Victor_von_Doom_(Earth-8096),Victor von Doom,Dictator,Male,,,4,2012.0,Earth-8096,Latveria,
Victor von Doom,/wiki/Victor_von_Doom_(Earth-TRN554),Victor von Doom,"World destroyer and conqueror, owner of Planet Zero; former scientist, student",Male,,,1,2015.0,Earth-TRN554,,1.0
Victoria Hand,/wiki/Victoria_Hand_(Earth-199999),Victoria Hand,Agent of  S.H.I.E.L.D.,Female,,,6,2013.0,Earth-199999,,
Vin-Tak,/wiki/Vin-Tak_(Earth-199999),Vin-Tak,,Male,,,1,2015.0,Earth-199999,,
Vincent Beckers,/wiki/Vincent_Beckers_(Earth-199999),Vincent Beckers,Hydra scientist,Male,,,1,2014.0,Earth-199999,,
Violet,/wiki/Violet_(Earth-199999),Violet,Nurse,Female,,,3,2016.0,Earth-199999,,
Virginia Potts,/wiki/Virginia_Potts_(Earth-8096),Virginia Potts,Personal assistant of Tony Stark,Female,1.7018,54.43104,11,2010.0,Earth-8096,,
Virginia Potts,/wiki/Virginia_Potts_(Earth-199999),Virginia Potts,CEO of  Stark Industries ; formerly professional Assistant and personal secretary of Tony Stark,Female,,,27,2008.0,Earth-199999,,3.0
Vision,/wiki/Vision_(Earth-199999),Vision,Adventurer,Male,1.905,,5,2015.0,Earth-199999,,
Vision,/wiki/Vision_(Earth-8096),Vision,Adventurer; former servant of Ultron,Male,,,12,2012.0,Earth-8096,,
Vladimir Rankskahov,/wiki/Vladimir_Rankskahov_(Earth-199999),Vladimir Rankskahov,Crimelord,Male,,,4,2015.0,Earth-199999,,
Volstagg,/wiki/Volstagg_(Earth-199999),Volstagg,"Adventurer, warrior",Male,,,11,2011.0,Earth-199999,Asgard,1.0
Volstagg,/wiki/Volstagg_(Earth-8096),Volstagg,"Adventurer, warrior",Male,,,7,2009.0,Earth-8096,,1.0
Wade Wilson,/wiki/Wade_Wilson_(Earth-10005),Wade W. Wilson,"Mercenary, assassin",Male,,,4,2009.0,Earth-10005,Canada,3.0
Wade Wilson,/wiki/Wade_Wilson_(Earth-8096),Wade Wilson,Mercenary,Male,,,1,2009.0,Earth-8096,Canada,1.0
Wade Wilson,/wiki/Wade_Wilson_(Earth-TRN414),Wade W. Wilson,"Mercenary, assassin; former soldier",Male,1.8796,86.18248,2,2016.0,Earth-TRN414,Regina,1.0
Walter Langkowski,/wiki/Walter_Langkowski_(Earth-8096),Walter Langkowski,,Male,,,2,2012.0,Earth-8096,,
Wanda Maximoff,/wiki/Wanda_Maximoff_(Earth-8096),Wanda Maximoff,,Female,,,8,2009.0,Earth-8096,,
Wanda Maximoff,/wiki/Wanda_Maximoff_(Earth-199999),Wanda Maximoff,Fugitive; former adventurer,Female,,,8,2014.0,Earth-199999,,
Warren Worthington II,/wiki/Warren_Worthington_II_(Earth-10005),Warren Worthington II,Head of Worthington labs,Male,,,1,2006.0,Earth-10005,,
Warren Worthington III,/wiki/Warren_Worthington_III_(Earth-10005),Warren Worthington III,,Male,,,2,2006.0,Earth-10005,Centerport,
Warren Worthington III,/wiki/Warren_Worthington_III_(Earth-8096),Warren Worthington III,,Male,,,7,,Earth-8096,,
"Warren Worthington, Jr.","/wiki/Warren_Worthington,_Jr._(Earth-8096)","Warren Worthington, Jr.",,Male,,,4,2009.0,Earth-8096,,
Wasabi,/wiki/Wasabi_(Earth-14123),,Adventurer,Male,,,3,2014.0,Earth-14123,,1.0
Wayne Thibadeaux,/wiki/Wayne_Thibadeaux_(Earth-58460),Wayne Thibadeoux,"Hunter, criminal",Male,,,2,2004.0,Earth-58460,,1.0
Wendell Levi,/wiki/Wendell_Levi_(Earth-199999),Wendell Levi,Computer hacker,Male,,,1,2015.0,Earth-199999,,
Wendy Ross,/wiki/Wendy_Ross_(Earth-199999),Wendy Ross,Doctor,Female,,,7,2015.0,Earth-199999,,
Werner Reinhardt,/wiki/Werner_Reinhardt_(Earth-199999),Werner Reinhardt,Scientist,Male,,,8,2014.0,Earth-199999,,
Werner von Strucker,/wiki/Werner_von_Strucker_(Earth-199999),Werner von Strucker,Hydra agent,Male,,,5,2015.0,Earth-199999,,
Wernher von Blitzschlag,/wiki/Wernher_von_Blitzschlag_(Earth-8096),Wernher von Blitzschlag,Scientist,Male,,,2,2010.0,Earth-8096,,
Whiplash,/wiki/Whiplash_(Earth-8096),,Mercenary,Female,,,2,2010.0,Earth-8096,,
Will Adams,/wiki/Will_Adams_(Earth-199999),Will Adams,WHIH: NEWSFRONT Host,Male,,,5,2016.0,Earth-199999,,
Will Castle,/wiki/Will_Castle_(Earth-58732),Will Castle,,Male,,,3,2004.0,Earth-58732,,1.0
William Connors,/wiki/William_Connors_(Earth-120703),William Connors,,Male,,,1,2012.0,Earth-120703,,
William Cross,/wiki/William_Cross_(Earth-8096),William Cross,Criminal mastermind,Male,,,1,2012.0,Earth-8096,,
William Daniels,/wiki/William_Daniels_(Earth-199999),William Daniels,"Astronaut, soldier",Male,,,4,2015.0,Earth-199999,,
William Drake,/wiki/William_Drake_(Earth-10005),William Drake [1],,Male,,,2,2003.0,Earth-10005,,1.0
William Fisk,/wiki/William_Fisk_(Earth-199999),William Fisk,,Male,,,1,2015.0,Earth-199999,,
William Gabriel,/wiki/William_Gabriel_(Earth-199999),William Gabriel,,Male,,,1,2008.0,Earth-199999,,1.0
William Lumpkin,/wiki/William_Lumpkin_(Earth-121698),William Lumpkin,Mailman,Male,,,1,2005.0,Earth-121698,,1.0
William May,/wiki/William_May_(Earth-199999),William May,,Male,,,1,2015.0,Earth-199999,,
William Robert Reilly,/wiki/William_Robert_Reilly_(Earth-10005),,,Male,,,1,2006.0,Earth-10005,,
William Simpson,/wiki/William_Simpson_(Earth-199999),William Simpson,Police Officer,Male,1.8796,,8,2015.0,Earth-199999,,
"William Stryker, Jr.","/wiki/William_Stryker,_Jr._(Earth-10005)",William Stryker Jr.,Colonel,Male,,,8,2003.0,Earth-10005,,3.0
"William Stryker, Jr.","/wiki/William_Stryker,_Jr._(Earth-TRN414)","William Stryker, Jr.",U.S. Army Major,Male,,,2,2014.0,Earth-TRN414,,1.0
"William Stryker, Sr.","/wiki/William_Stryker,_Sr._(Earth-10005)","William Stryker, Sr.",,Male,,,1,2011.0,Earth-10005,,1.0
Willis Stryker,/wiki/Willis_Stryker_(Earth-199999),Willis Stryker,,Male,,,7,2016.0,Earth-199999,,
Wilma Cully,/wiki/Wilma_Cully_(Earth-199999),Wilma Cully,,Female,,,1,2016.0,Earth-199999,,
Wilson Fisk,/wiki/Wilson_Fisk_(Earth-96283),Wilson Fisk,Crimelord,Male,,,1,2007.0,Earth-96283,,
Wilson Fisk,/wiki/Wilson_Fisk_(Earth-701306),Wilson Grant Fisk,"Prisoner, formerly Kingpin of Crime, crimelord",Male,,,4,2003.0,Earth-701306,Bronx,
Wilson Fisk,/wiki/Wilson_Fisk_(Earth-199999),Wilson Fisk,,Male,,,14,2015.0,Earth-199999,,
Wilson Fisk,/wiki/Wilson_Fisk_(Earth-58732),Wilson Grant Fisk,Kingpin of Crime,Male,,,1,2005.0,Earth-58732,,
Wolfgang von Strucker,/wiki/Wolfgang_von_Strucker_(Earth-199999),Wolfgang von Strucker,,Male,,,5,2014.0,Earth-199999,,
Wolfgang von Strucker,/wiki/Wolfgang_von_Strucker_(Earth-8096),Wolfgang von Strucker,Leader of HYDRA,Male,,,11,2010.0,Earth-8096,,
Wong,/wiki/Wong_(Earth-199999),Wong,Master of the Mystic Arts,Male,,,4,2016.0,Earth-199999,,1.0
Wong,/wiki/Wong_(Earth-96173),Wong,Sorcerer. Pupil and friend to the Sorcerer Supreme,Male,,,1,1978.0,Earth-96173,,1.0
Wong-Chu,/wiki/Wong-Chu_(Earth-199673),Wong-Chu,,Male,,,1,,Earth-199673,,1.0
X-24,/wiki/X-24_(Earth-TRN414),X-24,,Male,1.8796,,1,2017.0,Earth-TRN414,,1.0
Xi'an Coy Mahn,/wiki/Xi'an_Coy_Mahn_(Earth-10005),Xi'an Coy Manh,,,,,1,,Earth-10005,,
Yao,/wiki/Yao_(Earth-96173),Yao,Wizard,Male,,,1,1978.0,Earth-96173,,1.0
Yashida,/wiki/Yashida_(Earth-10005),Yashida,Chairman of Yashida Zaibatsu,Male,,,1,2013.0,Earth-10005,Japan,1.0
Ymir,/wiki/Ymir_(Earth-199999),Ymir,King of the Frost Giants [ citation needed ],Male,,,2,2011.0,Earth-199999,Niffleheim,
Ymir,/wiki/Ymir_(Earth-8096),Ymir,King of the Frost Giants,Male,,,3,2010.0,Earth-8096,,
Yon-Rogg,/wiki/Yon-Rogg_(Earth-8096),Yon-Rogg,,Male,,,3,2010.0,Earth-8096,,
Yondu Udonta,/wiki/Yondu_Udonta_(Earth-199999),Yondu Udonta,Privateer,Male,1.778,,3,2014.0,Earth-199999,,2.0
Yukio,/wiki/Yukio_(Earth-10005),Yukio,Bodyguard,Female,,,1,2013.0,Earth-10005,,1.0
Yuriko Oyama,/wiki/Yuriko_Oyama_(Earth-10005),Yuriko Oyama,Agent of  Hydra,Female,1.651,53.070264,3,2003.0,Earth-10005,Japan,
Yuriko Oyama,/wiki/Yuriko_Oyama_(Earth-8096),Yuriko Oyama,"Mercenary, supervillain",Female,,,1,2009.0,Earth-8096,,1.0
Yusef Hadad,/wiki/Yusef_Hadad_(Earth-199999),Yusef Hadad,,Male,,,1,2015.0,Earth-199999,,
Zander Rice,/wiki/Zander_Rice_(Earth-TRN414),Dr. Zander Rice,,Male,,,1,2017.0,Earth-TRN414,,1.0
Zebediah Killgrave,/wiki/Zebediah_Killgrave_(Earth-8096),Zebediah Killgrave,Supervillain,Male,,,3,2010.0,Earth-8096,,
Zhores Alferov,/wiki/Zhores_Alferov_(Earth-199999),Zhores Ivanovich Alferov,Physics scientist,,,,1,2013.0,Earth-199999,,
Zip,/wiki/Zip_(Earth-199999),,,Male,,,10,2016.0,Earth-199999,,
Zzzax,/wiki/Zzzax_(Earth-8096),,Supervillain,Male,,,2,2010.0,Earth-8096,,
